commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022,region_code,code_insee
La Tour-Blanche-Cercles,75 - Nouvelle-Aquitaine,585,46.0,25.24,20160.0,6.8,0,585.0,0,75,24554
Salettes,84 - Auvergne-Rhône-Alpes,141,44.2,20.2,21240.0,10.1,0,141.0,0,84,
Sainte-Marie,04 - La Réunion,33234,27.8,381.08,17410.0,11.7,0,33234.0,0,04,97418
Saint-Denis,11 - Île-de-France,112091,24.6,9068.85,15270.0,17.8,9,11209.1,9,11,93066
Cherbourg-en-Cotentin,28 - Normandie,79144,20.3,1154.71,21160.0,9.8,1,39572.0,2,28,50129
Louveciennes,11 - Île-de-France,7055,23.9,1313.78,36470.0,18.1,0,7055.0,0,11,78350
Milon-la-Chapelle,11 - Île-de-France,286,31.2,93.46,35710.0,15.3,0,286.0,0,11,78406
Preuilly-sur-Claise,24 - Centre-Val de Loire,1004,47.5,83.67,18310.0,6.8,1,502.0,0,24,37189
Aigremont,44 - Grand Est,21,60.9,4.31,,7.3,0,21.0,0,44,52002
Marcillac-la-Croze,75 - Nouvelle-Aquitaine,175,45.4,28.78,20860.0,6.9,0,175.0,0,75,19126
Cachan,11 - Île-de-France,30884,14.2,11271.53,24060.0,20.2,2,10294.666666666666,1,11,94016
Verrières-le-Buisson,11 - Île-de-France,14941,24.2,1507.67,35120.0,18.3,1,7470.5,1,11,91645
Maisons,28 - Normandie,391,41.7,58.62,24330.0,9.4,0,391.0,0,28,14391
Préaux,28 - Normandie,1816,38.7,95.83,26610.0,10.6,0,1816.0,0,28,
Asnières-sous-Bois,27 - Bourgogne-Franche-Comté,119,44.2,6.63,21980.0,7.9,0,119.0,0,27,89020
Fontanès-de-Sault,76 - Occitanie,5,60.0,0.95,,9.5,0,5.0,0,76,11147
La Tremblade,75 - Nouvelle-Aquitaine,4340,42.7,62.78,21720.0,10.1,1,2170.0,0,75,17452
Plogoff,53 - Bretagne,1229,44.9,104.77,19630.0,8.6,0,1229.0,0,53,29168
L'Haÿ-les-Roses,11 - Île-de-France,31417,21.0,8055.64,23280.0,17.8,1,15708.5,0,11,94038
Lavau,44 - Grand Est,930,42.0,162.02,23300.0,9.2,0,930.0,0,44,10191
Fontenay-aux-Roses,11 - Île-de-France,25342,16.4,10096.41,25520.0,19.1,2,8447.333333333334,1,11,92032
Trébas,76 - Occitanie,410,46.6,72.31,18710.0,7.1,0,410.0,0,76,81303
Entraygues-sur-Truyère,76 - Occitanie,992,45.6,32.9,20130.0,6.2,0,992.0,0,76,12094
Sainte-Colombe,84 - Auvergne-Rhône-Alpes,1886,39.3,1178.75,23310.0,10.4,0,1886.0,0,84,69189
Cintrey,27 - Bourgogne-Franche-Comté,95,44.3,15.62,21980.0,7.3,0,95.0,0,27,70153
Benerville-sur-Mer,28 - Normandie,417,38.9,137.62,25790.0,13.2,0,417.0,0,28,14059
Colméry,27 - Bourgogne-Franche-Comté,299,44.2,12.37,21630.0,7.9,0,299.0,0,27,58081
Le Dorat,75 - Nouvelle-Aquitaine,1638,45.9,68.91,18780.0,6.7,0,1638.0,0,75,87059
Huelgoat,53 - Bretagne,1409,45.4,94.75,19410.0,7.0,0,1409.0,0,53,29081
Loctudy,53 - Bretagne,4050,39.8,318.15,23720.0,8.6,0,4050.0,0,53,29135
Azerables,75 - Nouvelle-Aquitaine,814,45.6,20.64,19740.0,7.0,0,814.0,0,75,23015
Saint-Antonin,76 - Occitanie,155,44.2,13.85,21460.0,8.3,0,155.0,0,76,32359
Cléden-Cap-Sizun,53 - Bretagne,933,45.5,48.9,18870.0,8.6,0,933.0,0,53,29028
Isolaccio-di-Fiumorbo,94 - Corse,310,46.9,7.58,16810.0,9.9,0,310.0,0,94,2B135
Tardets-Sorholus,75 - Nouvelle-Aquitaine,551,45.0,36.76,20300.0,7.5,0,551.0,0,75,64533
Le Perreux-sur-Marne,11 - Île-de-France,33793,17.1,8533.59,29560.0,18.9,4,6758.6,2,11,94058
Oris-en-Rattier,84 - Auvergne-Rhône-Alpes,112,42.5,5.95,23740.0,8.1,0,112.0,0,84,38283
Fourcès,76 - Occitanie,261,46.2,11.0,18930.0,7.5,0,261.0,0,76,32133
La Celle-Saint-Cloud,11 - Île-de-France,20830,17.6,3579.04,28700.0,18.2,0,20830.0,1,11,78126
Fontanges,84 - Auvergne-Rhône-Alpes,199,44.3,11.03,21520.0,7.3,0,199.0,0,84,15070
Lalouvesc,84 - Auvergne-Rhône-Alpes,382,46.1,36.28,19250.0,6.5,0,382.0,0,84,07128
Cassis,93 - Provence-Alpes-Côte d'Azur,7027,35.6,261.52,27260.0,16.7,2,2342.333333333333,0,93,13022
Saint-Pair-sur-Mer,28 - Normandie,4053,38.9,281.07,24710.0,8.3,0,4053.0,0,28,50532
Penvénan,53 - Bretagne,2517,41.5,126.86,22830.0,8.0,0,2517.0,0,53,22166
Menou,27 - Bourgogne-Franche-Comté,183,44.9,10.51,20270.0,7.9,0,183.0,0,27,58163
Castelmary,76 - Occitanie,114,46.1,9.65,19000.0,7.3,0,114.0,0,76,12060
Nernier,84 - Auvergne-Rhône-Alpes,376,25.6,206.59,41940.0,15.4,0,376.0,0,84,74199
Gargilesse-Dampierre,24 - Centre-Val de Loire,283,45.6,18.0,19820.0,6.6,0,283.0,0,24,36081
Montmirey-la-Ville,27 - Bourgogne-Franche-Comté,174,43.2,44.27,22460.0,7.8,0,174.0,0,27,39360
Le Falgoux,84 - Auvergne-Rhône-Alpes,116,45.7,3.79,19450.0,7.3,0,116.0,0,84,15066
Alise-Sainte-Reine,27 - Bourgogne-Franche-Comté,571,42.2,149.09,23390.0,7.5,0,571.0,0,27,21008
Grugny,28 - Normandie,1009,41.4,317.3,22240.0,10.6,0,1009.0,0,28,76331
Saint-Clément-de-Rivière,76 - Occitanie,4923,30.9,386.72,33880.0,14.1,1,2461.5,0,76,34247
Saint-Martin-du-Vivier,28 - Normandie,1644,29.5,328.8,37010.0,12.1,0,1644.0,0,28,76617
Venasque,93 - Provence-Alpes-Côte d'Azur,1011,42.2,28.88,22030.0,10.1,0,1011.0,0,93,84143
Coustouges,76 - Occitanie,93,48.4,5.52,15080.0,8.7,0,93.0,0,76,66061
Poggio-di-Nazza,94 - Corse,178,44.8,5.43,19230.0,9.9,0,178.0,0,94,2B236
Saint-Séverin-sur-Boutonne,75 - Nouvelle-Aquitaine,96,46.1,12.34,18460.0,8.0,0,96.0,0,75,17401
Escobecques,32 - Hauts-de-France,297,30.1,160.54,37440.0,12.2,0,297.0,0,32,59208
Mérigny,24 - Centre-Val de Loire,539,45.6,16.97,19380.0,6.8,0,539.0,0,24,36119
Chaumard,27 - Bourgogne-Franche-Comté,209,43.5,12.94,21860.0,7.9,0,209.0,0,27,58068
Guilvinec,53 - Bretagne,2670,40.7,1085.37,21020.0,8.7,0,2670.0,0,53,29072
Fâchin,27 - Bourgogne-Franche-Comté,108,45.2,7.78,19610.0,7.9,0,108.0,0,27,58111
Saint-Pierre-Quiberon,53 - Bretagne,2056,39.6,272.68,23030.0,12.1,0,2056.0,0,53,56234
Viroflay,11 - Île-de-France,16406,17.3,4700.86,34800.0,19.9,1,8203.0,1,11,78686
Gâvres,53 - Bretagne,678,42.9,360.64,20700.0,9.4,0,678.0,0,53,56062
Lavoûte-Chilhac,84 - Auvergne-Rhône-Alpes,277,45.5,76.73,19240.0,7.1,0,277.0,0,84,43118
Ville-d'Avray,11 - Île-de-France,11050,17.3,3010.9,36350.0,19.3,0,11050.0,1,11,92077
La Rochette,11 - Île-de-France,3749,36.0,640.85,26420.0,14.4,1,1874.5,0,11,77389
Bonnay,27 - Bourgogne-Franche-Comté,834,40.3,108.88,24430.0,9.6,0,834.0,0,27,
Châteauvieux,93 - Provence-Alpes-Côte d'Azur,496,39.5,70.16,26130.0,9.0,0,496.0,0,93,
Nicey,27 - Bourgogne-Franche-Comté,110,45.9,4.61,18810.0,7.2,0,110.0,0,27,21454
Sant'Andréa-di-Bozio,94 - Corse,71,58.9,2.95,,9.9,0,71.0,0,94,2B292
Antony,11 - Île-de-France,62858,17.6,6575.1,30260.0,19.8,6,8979.714285714286,4,11,92002
Bénodet,53 - Bretagne,3584,37.1,340.36,25970.0,9.9,0,3584.0,0,53,29006
Venanson,93 - Provence-Alpes-Côte d'Azur,160,43.3,8.9,20870.0,9.9,0,160.0,0,93,06156
Plouha,53 - Bretagne,4522,40.7,113.13,21410.0,8.8,0,4522.0,0,53,22222
Sos,75 - Nouvelle-Aquitaine,657,45.8,12.42,17680.0,8.6,0,657.0,0,75,47302
Enghien-les-Bains,11 - Île-de-France,11285,22.3,6375.71,30440.0,18.8,6,1612.142857142857,5,11,95210
Valleroy,27 - Bourgogne-Franche-Comté,149,40.0,48.85,25350.0,9.4,0,149.0,0,27,25582
Ardon,24 - Centre-Val de Loire,1092,33.6,20.35,32150.0,11.8,0,1092.0,0,24,45006
La Guiche,27 - Bourgogne-Franche-Comté,624,44.0,22.47,20740.0,7.2,0,624.0,0,27,71231
La Chaulme,84 - Auvergne-Rhône-Alpes,113,45.1,8.31,19910.0,6.7,0,113.0,0,84,63104
Pomayrols,76 - Occitanie,119,45.8,5.15,18230.0,8.2,0,119.0,0,76,12184
Ivry-sur-Seine,11 - Île-de-France,63309,12.6,10378.52,18480.0,20.1,2,21103.0,1,11,94041
Barriac-les-Bosquets,84 - Auvergne-Rhône-Alpes,128,45.6,10.0,19100.0,6.9,0,128.0,0,84,15018
Croissy-sur-Seine,11 - Île-de-France,9602,19.7,2791.28,38460.0,19.6,1,4801.0,0,11,78190
Bazauges,75 - Nouvelle-Aquitaine,114,45.0,13.77,19350.0,8.0,0,114.0,0,75,17035
Plestin-les-Grèves,53 - Bretagne,3605,42.3,104.43,21760.0,8.4,1,1802.5,0,53,22194
Camaret-sur-Mer,53 - Bretagne,2504,41.4,215.12,21820.0,8.2,0,2504.0,0,53,29022
Les Mathes,75 - Nouvelle-Aquitaine,2042,40.9,59.39,22140.0,10.3,0,2042.0,0,75,17225
Luc,76 - Occitanie,213,46.4,4.62,17520.0,7.6,0,213.0,0,76,
Châtelaillon-Plage,75 - Nouvelle-Aquitaine,5871,37.5,890.9,24590.0,12.8,2,1957.0,0,75,17094
Guémené-sur-Scorff,53 - Bretagne,1057,43.1,903.42,19310.0,7.6,0,1057.0,0,53,56073
Sidiailles,24 - Centre-Val de Loire,298,45.6,9.32,19020.0,6.5,0,298.0,0,24,18252
Binic-Étables-sur-Mer,53 - Bretagne,7006,36.3,456.71,24320.0,9.1,0,7006.0,0,53,22055
Chahaignes,52 - Pays de la Loire,686,43.6,30.05,21010.0,7.2,0,686.0,0,52,72052
Saint-Jean-de-Monts,52 - Pays de la Loire,8668,40.3,140.44,21380.0,10.4,1,4334.0,0,52,85234
Ancy-le-Libre,27 - Bourgogne-Franche-Comté,172,42.3,7.94,23180.0,7.2,0,172.0,0,27,89006
Baudrecourt,44 - Grand Est,188,40.2,37.08,25130.0,8.8,0,188.0,0,44,
Plougasnou,53 - Bretagne,2757,41.1,81.23,22810.0,7.0,0,2757.0,0,53,29188
Raulhac,84 - Auvergne-Rhône-Alpes,268,45.6,15.78,19110.0,6.2,0,268.0,0,84,15159
Bergouey,75 - Nouvelle-Aquitaine,101,42.6,23.01,22110.0,8.5,0,101.0,0,75,40038
Bussières,84 - Auvergne-Rhône-Alpes,1533,43.2,91.47,20780.0,7.1,0,1533.0,0,84,
Locmariaquer,53 - Bretagne,1560,40.1,141.95,23880.0,9.0,0,1560.0,0,53,56116
Fontette,44 - Grand Est,198,31.3,10.23,38250.0,6.5,0,198.0,0,44,10155
Trélévern,53 - Bretagne,1244,40.0,179.25,24650.0,8.0,0,1244.0,0,53,22363
Le Port,04 - La Réunion,33531,26.2,2017.51,13400.0,11.4,0,33531.0,1,04,97407
Lagarde,76 - Occitanie,198,45.4,16.6,18700.0,7.6,0,198.0,0,76,
Sauveterre-de-Rouergue,76 - Occitanie,744,44.6,31.75,19490.0,7.3,0,744.0,0,76,12262
Grilly,84 - Auvergne-Rhône-Alpes,836,18.4,111.47,48590.0,19.3,0,836.0,0,84,01180
Île-d'Aix,75 - Nouvelle-Aquitaine,211,44.1,177.31,18980.0,9.8,0,211.0,0,75,17004
Bondy,11 - Île-de-France,54055,12.4,9882.08,16400.0,16.4,1,27027.5,2,11,93010
Dommartemont,44 - Grand Est,580,30.2,439.39,37140.0,9.1,0,580.0,0,44,54165
Rayol-Canadel-sur-Mer,93 - Provence-Alpes-Côte d'Azur,689,37.5,100.88,25170.0,14.7,0,689.0,0,93,83152
Villeherviers,24 - Centre-Val de Loire,457,41.3,11.75,23560.0,8.2,0,457.0,0,24,41282
Recoules-d'Aubrac,76 - Occitanie,179,46.1,6.74,18280.0,6.2,0,179.0,0,76,48123
Saint-Michel-en-l'Herm,52 - Pays de la Loire,2344,41.8,42.77,20520.0,10.0,0,2344.0,0,52,85255
Le Bugue,75 - Nouvelle-Aquitaine,2591,43.7,89.47,19940.0,8.3,1,1295.5,0,75,24067
Civray,24 - Centre-Val de Loire,913,42.1,22.34,22340.0,7.7,0,913.0,0,24,18066
Arès,75 - Nouvelle-Aquitaine,6349,37.6,131.59,23890.0,12.5,1,3174.5,2,75,33011
Dracy-le-Fort,27 - Bourgogne-Franche-Comté,1395,34.5,219.34,31570.0,8.1,0,1395.0,0,27,71182
Saint-Julia-de-Bec,76 - Occitanie,104,44.2,7.49,19810.0,8.3,0,104.0,0,76,11347
Noé-les-Mallets,44 - Grand Est,118,19.8,14.17,53500.0,6.5,0,118.0,0,44,10264
Loures-Barousse,76 - Occitanie,632,43.5,292.59,19410.0,8.9,0,632.0,0,76,65287
L'Étang-la-Ville,11 - Île-de-France,4459,22.2,828.81,39790.0,17.5,0,4459.0,0,11,78224
L'Union,76 - Occitanie,11458,33.5,1692.47,26740.0,11.9,2,3819.3333333333335,0,76,31561
Lamalou-les-Bains,76 - Occitanie,2508,41.0,405.83,20590.0,9.8,0,2508.0,0,76,34126
Sèvres,11 - Île-de-France,23251,17.6,5946.55,32420.0,21.4,3,5812.75,1,11,92072
Sabarros,76 - Occitanie,34,58.8,9.26,,8.4,0,34.0,0,76,65381
La Grande-Motte,76 - Occitanie,8755,38.3,827.5,21830.0,15.2,3,2188.75,1,76,34344
Bélaye,76 - Occitanie,217,43.1,11.61,20970.0,8.3,0,217.0,0,76,46022
Saint-Armel,53 - Bretagne,2094,39.6,270.19,22890.0,9.9,0,2094.0,0,53,
Le Lonzac,75 - Nouvelle-Aquitaine,807,43.1,22.44,20760.0,7.7,0,807.0,0,75,
Treignac,75 - Nouvelle-Aquitaine,1327,43.7,36.13,20840.0,7.0,1,663.5,0,75,19269
Carantec,53 - Bretagne,3173,36.9,351.77,25960.0,9.0,0,3173.0,0,53,29023
Excideuil,75 - Nouvelle-Aquitaine,1172,44.1,233.47,18640.0,7.7,0,1172.0,0,75,24164
Chamalières,84 - Auvergne-Rhône-Alpes,17210,29.0,4564.99,26550.0,11.1,3,4302.5,0,84,63075
Mont-Saint-Vincent,27 - Bourgogne-Franche-Comté,321,41.0,23.6,23750.0,7.9,0,321.0,0,27,71320
Montaillou,76 - Occitanie,17,58.8,1.97,,8.0,0,17.0,0,76,09197
Saint-Arnoult,28 - Normandie,1149,39.2,224.41,23020.0,12.1,0,1149.0,0,28,
Saint-Georges-sur-Baulche,27 - Bourgogne-Franche-Comté,3230,38.0,336.46,25250.0,10.6,1,1615.0,0,27,89346
Port-des-Barques,75 - Nouvelle-Aquitaine,1773,40.5,313.25,21740.0,9.8,0,1773.0,0,75,17484
Île-Tudy,53 - Bretagne,735,38.7,583.33,24890.0,8.6,0,735.0,0,53,29085
Audierne,53 - Bretagne,3692,41.8,200.98,21000.0,9.0,1,1846.0,0,53,29003
Pontmain,52 - Pays de la Loire,819,43.8,114.23,20150.0,6.2,0,819.0,0,52,53181
Le Grand-Village-Plage,75 - Nouvelle-Aquitaine,1060,41.4,175.21,21030.0,10.3,0,1060.0,0,75,17485
Bormes-les-Mimosas,93 - Provence-Alpes-Côte d'Azur,8223,34.8,84.49,22730.0,14.6,0,8223.0,0,93,83019
La Nocle-Maulaix,27 - Bourgogne-Franche-Comté,280,45.7,8.57,17830.0,6.9,0,280.0,0,27,58195
Villapourçon,27 - Bourgogne-Franche-Comté,411,44.9,8.15,18300.0,7.9,0,411.0,0,27,58309
Fort-Mahon-Plage,32 - Hauts-de-France,1300,41.8,99.69,20670.0,9.8,0,1300.0,0,32,80333
Liausson,76 - Occitanie,147,43.6,18.49,18780.0,10.8,0,147.0,0,76,34137
Oulles,84 - Auvergne-Rhône-Alpes,6,57.1,0.54,,12.3,0,6.0,0,84,38286
Bompas,76 - Occitanie,7310,36.5,1282.46,20190.0,10.9,0,7310.0,0,76,66021
Salers,84 - Auvergne-Rhône-Alpes,328,42.5,67.63,21730.0,7.3,0,328.0,0,84,15219
Saint-Lizier,76 - Occitanie,1357,40.8,150.61,22910.0,7.6,0,1357.0,0,76,09268
Capdrot,75 - Nouvelle-Aquitaine,489,43.7,11.18,19530.0,8.4,0,489.0,0,75,24080
Chazelles,75 - Nouvelle-Aquitaine,1581,42.4,61.28,21190.0,6.7,0,1581.0,0,75,16093
Pierrerue,93 - Provence-Alpes-Côte d'Azur,506,41.8,46.59,21190.0,10.0,0,506.0,0,93,04151
Noisy-le-Roi,11 - Île-de-France,7577,23.9,1395.4,36640.0,17.4,1,3788.5,0,11,78455
Bassignac-le-Haut,75 - Nouvelle-Aquitaine,168,43.0,9.15,21030.0,7.6,0,168.0,0,75,19018
Saint-Jean-de-Barrou,76 - Occitanie,258,42.7,33.9,20930.0,8.3,0,258.0,0,76,11345
Saint-Cyr-au-Mont-d'Or,84 - Auvergne-Rhône-Alpes,5721,23.5,784.77,38120.0,13.6,0,5721.0,1,84,69191
Saint-Maurice-aux-Riches-Hommes,27 - Bourgogne-Franche-Comté,421,40.9,12.69,22380.0,10.1,0,421.0,0,27,89359
Tréguier,53 - Bretagne,2401,41.5,1579.61,18700.0,8.6,1,1200.5,0,53,22362
Saliceto,94 - Corse,45,57.8,3.59,,9.9,0,45.0,0,94,2B267
Saint-Clément-des-Baleines,75 - Nouvelle-Aquitaine,663,39.1,97.5,24340.0,10.2,0,663.0,0,75,17318
Beynes,11 - Île-de-France,7651,29.7,412.23,28790.0,15.0,0,7651.0,0,11,78062
Porspoder,53 - Bretagne,1795,39.2,158.99,23670.0,9.3,0,1795.0,0,53,29221
Palavas-les-Flots,76 - Occitanie,5903,33.5,2480.25,20640.0,14.3,0,5903.0,0,76,34192
Fréhel,53 - Bretagne,1584,41.1,83.77,21780.0,8.5,0,1584.0,0,53,22179
Borne,84 - Auvergne-Rhône-Alpes,407,42.9,74.27,21390.0,6.1,0,407.0,0,84,
Saint-Sorlin-de-Conac,75 - Nouvelle-Aquitaine,200,43.9,13.01,19220.0,8.3,0,200.0,0,75,17405
Charly,84 - Auvergne-Rhône-Alpes,4552,29.1,894.3,31640.0,13.0,0,4552.0,0,84,69046
Neuwiller,44 - Grand Est,474,26.9,127.42,39850.0,11.9,0,474.0,0,44,68232
Villars,84 - Auvergne-Rhône-Alpes,7952,34.7,1390.21,22710.0,8.5,0,7952.0,0,84,42330
Île-de-Batz,53 - Bretagne,455,41.1,149.18,22290.0,8.6,0,455.0,0,53,29082
Prayssac,76 - Occitanie,2394,42.7,99.54,21090.0,8.3,2,798.0,0,76,46225
Mandelieu-la-Napoule,93 - Provence-Alpes-Côte d'Azur,21836,30.4,696.08,23090.0,16.7,1,10918.0,3,93,06079
Darazac,75 - Nouvelle-Aquitaine,139,43.6,9.55,19940.0,7.6,0,139.0,0,75,19069
Lozzi,94 - Corse,116,42.4,3.77,20410.0,9.9,0,116.0,0,94,2B147
Le Nayrac,76 - Occitanie,535,44.0,14.63,19740.0,6.2,0,535.0,0,76,12172
Trégastel,53 - Bretagne,2501,38.8,357.29,23340.0,8.6,0,2501.0,0,53,22353
Meudon,11 - Île-de-France,45748,22.5,4621.01,29120.0,21.5,3,11437.0,1,11,92048
Saujon,75 - Nouvelle-Aquitaine,7146,39.7,395.46,20940.0,10.1,1,3573.0,0,75,17421
Leucate,76 - Occitanie,4520,41.3,191.93,20370.0,9.8,1,2260.0,0,76,11202
Behonne,44 - Grand Est,608,40.0,66.3,24100.0,7.8,0,608.0,0,44,55041
Pleubian,53 - Bretagne,2313,41.6,115.07,20480.0,8.0,0,2313.0,0,53,22195
Gizia,27 - Bourgogne-Franche-Comté,235,42.4,31.97,21310.0,7.5,0,235.0,0,27,39255
Saint-Alyre-d'Arlanc,84 - Auvergne-Rhône-Alpes,160,45.4,6.61,18070.0,6.1,0,160.0,0,84,63312
Chatou,11 - Île-de-France,30330,17.6,5970.47,31690.0,18.6,3,7582.5,0,11,78146
Luzy,27 - Bourgogne-Franche-Comté,1982,43.7,47.56,19390.0,7.6,1,991.0,0,27,58149
Laroque-des-Albères,76 - Occitanie,2128,39.6,103.75,22270.0,10.0,0,2128.0,0,76,66093
Bures-sur-Yvette,11 - Île-de-France,9577,21.5,2296.64,32550.0,17.5,0,9577.0,0,11,91122
Arx,75 - Nouvelle-Aquitaine,50,58.0,2.07,,8.4,0,50.0,0,75,40015
Sainte-Sévère-sur-Indre,24 - Centre-Val de Loire,770,43.0,29.58,20500.0,6.5,0,770.0,0,24,36208
Limogne-en-Quercy,76 - Occitanie,735,43.4,22.75,19050.0,8.4,0,735.0,0,76,46173
Corcelles-les-Monts,27 - Bourgogne-Franche-Comté,632,36.5,44.1,28070.0,9.0,0,632.0,0,27,21192
Luchapt,75 - Nouvelle-Aquitaine,250,45.4,9.47,17320.0,7.2,0,250.0,0,75,86138
Banyuls-sur-Mer,76 - Occitanie,4752,38.9,112.0,20500.0,11.3,0,4752.0,0,76,66016
La Chaume,27 - Bourgogne-Franche-Comté,100,43.9,3.02,19430.0,7.2,0,100.0,0,27,21159
Chaville,11 - Île-de-France,20702,15.6,5831.55,30890.0,20.2,1,10351.0,0,11,92022
Brigueil-le-Chantre,75 - Nouvelle-Aquitaine,509,45.6,9.46,16810.0,7.2,0,509.0,0,75,86037
Bellême,28 - Normandie,1456,41.1,851.46,20040.0,7.7,0,1456.0,0,28,61038
Saint-Julien-des-Points,76 - Occitanie,112,43.5,29.24,19850.0,7.2,0,112.0,0,76,48163
La Renaudie,84 - Auvergne-Rhône-Alpes,126,44.4,6.99,18200.0,8.1,0,126.0,0,84,63298
Saint-Just,76 - Occitanie,3266,36.9,537.17,22430.0,12.9,0,3266.0,0,76,34272
Châtillon-sur-Indre,24 - Centre-Val de Loire,2464,43.8,54.39,19190.0,6.8,1,1232.0,0,24,36045
Madranges,75 - Nouvelle-Aquitaine,192,42.0,14.91,21930.0,6.9,0,192.0,0,75,19122
Missery,27 - Bourgogne-Franche-Comté,106,41.7,10.97,22080.0,7.5,0,106.0,0,27,21417
Olmeta-di-Capocorso,94 - Corse,138,44.4,6.4,16650.0,11.1,0,138.0,0,94,2B187
Alleyras,84 - Auvergne-Rhône-Alpes,159,43.6,6.4,19120.0,8.2,0,159.0,0,84,43005
Les Pavillons-sous-Bois,11 - Île-de-France,23960,12.4,8205.48,21000.0,16.2,0,23960.0,1,11,93057
Saint-Augustin,75 - Nouvelle-Aquitaine,1374,40.2,72.97,21600.0,10.3,0,1374.0,0,75,
La Turballe,52 - Pays de la Loire,4580,38.5,247.17,23090.0,10.7,1,2290.0,0,52,44211
Donville-les-Bains,28 - Normandie,3138,37.0,1141.09,22560.0,9.6,0,3138.0,0,28,50165
San-Gavino-di-Fiumorbo,94 - Corse,106,43.4,4.78,18530.0,9.9,0,106.0,0,94,2B365
Mialet,75 - Nouvelle-Aquitaine,620,43.3,16.62,19240.0,7.9,0,620.0,0,75,24269
Maisons-Laffitte,11 - Île-de-France,23611,18.9,3497.93,35090.0,20.5,3,5902.75,1,11,78358
Voisins-le-Bretonneux,11 - Île-de-France,10921,15.0,4588.66,34750.0,17.6,0,10921.0,0,11,78688
Cardo-Torgia,94 - Corse,32,56.2,8.25,,12.6,0,32.0,0,94,2A064
Six-Fours-les-Plages,93 - Provence-Alpes-Côte d'Azur,33665,32.4,1266.55,22960.0,14.4,3,8416.25,1,93,83129
Marcigny,27 - Bourgogne-Franche-Comté,1754,43.8,215.21,19190.0,6.3,1,877.0,0,27,71275
Beaulieu-sur-Dordogne,75 - Nouvelle-Aquitaine,1290,42.3,76.38,20080.0,7.6,0,1290.0,0,75,19019
Sorbollano,94 - Corse,77,56.4,10.0,,11.9,0,77.0,0,94,2A285
Saignes,84 - Auvergne-Rhône-Alpes,828,41.8,121.59,21120.0,7.3,0,828.0,0,84,15169
Montigny-en-Morvan,27 - Bourgogne-Franche-Comté,285,44.1,14.19,18490.0,7.6,0,285.0,0,27,58177
Luçay-le-Mâle,24 - Centre-Val de Loire,1355,43.1,19.9,19500.0,6.6,0,1355.0,0,24,36103
Droué,24 - Centre-Val de Loire,1000,43.1,41.6,19390.0,7.2,0,1000.0,0,24,41075
Antibes,93 - Provence-Alpes-Côte d'Azur,72915,26.8,2753.59,23050.0,17.3,6,10416.42857142857,7,93,06004
Mazzola,94 - Corse,29,57.1,4.4,,9.9,0,29.0,0,94,2B157
Loix,75 - Nouvelle-Aquitaine,731,37.7,109.1,25190.0,10.2,0,731.0,0,75,17207
Ouzouer-des-Champs,24 - Centre-Val de Loire,255,40.4,22.53,23120.0,8.1,0,255.0,0,24,45242
Saint-Outrille,24 - Centre-Val de Loire,218,41.4,17.47,21850.0,8.0,0,218.0,0,24,18228
Cessy-les-Bois,27 - Bourgogne-Franche-Comté,101,43.0,5.77,19830.0,7.9,0,101.0,0,27,58048
Juillac,75 - Nouvelle-Aquitaine,1117,42.6,33.71,19550.0,7.9,0,1117.0,0,75,
Saint-Sauveur-Camprieu,76 - Occitanie,234,43.3,7.37,19700.0,7.1,0,234.0,0,76,30297
Talairan,76 - Occitanie,484,43.2,13.34,18890.0,8.6,0,484.0,0,76,11386
Pernand-Vergelesses,27 - Bourgogne-Franche-Comté,240,36.4,42.93,27920.0,9.0,0,240.0,0,27,21480
Montsalvy,84 - Auvergne-Rhône-Alpes,814,42.2,40.12,20930.0,6.5,0,814.0,0,84,15134
Thizy,27 - Bourgogne-Franche-Comté,191,41.4,34.41,21950.0,7.5,0,191.0,0,27,89412
Saint-Agnan,27 - Bourgogne-Franche-Comté,133,43.1,5.57,19570.0,7.9,0,133.0,0,27,
Le Clat,76 - Occitanie,30,57.1,2.93,,9.5,0,30.0,0,76,11093
Coggia,94 - Corse,688,39.1,21.96,23500.0,9.9,0,688.0,0,94,2A090
Dampierre-sous-Bouhy,27 - Bourgogne-Franche-Comté,453,43.0,16.84,19400.0,7.9,0,453.0,0,27,58094
Establet,84 - Auvergne-Rhône-Alpes,26,57.7,2.07,,7.8,0,26.0,0,84,26123
Le Montet,84 - Auvergne-Rhône-Alpes,468,42.5,264.41,19940.0,7.0,0,468.0,0,84,03183
La Bernerie-en-Retz,52 - Pays de la Loire,3016,37.6,495.24,23400.0,11.7,1,1508.0,0,52,44012
Mayres,84 - Auvergne-Rhône-Alpes,263,44.3,8.75,17240.0,9.0,0,263.0,0,84,
Paimpol,53 - Bretagne,7178,40.3,304.02,21620.0,9.5,3,1794.5,1,53,22162
Lupsault,75 - Nouvelle-Aquitaine,102,42.2,8.89,20610.0,8.0,0,102.0,0,75,16194
Lama,94 - Corse,146,39.7,7.33,22220.0,11.5,0,146.0,0,94,2B136
Île-de-Bréhat,53 - Bretagne,356,39.0,115.21,23160.0,10.7,0,356.0,0,53,22016
Canet-en-Roussillon,76 - Occitanie,12186,39.1,544.26,20810.0,11.9,3,3046.5,0,76,66037
